comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location
A UC owned vehicle was damaged when involved in a traffic crash / No injuries reported,Closed,Traffic Crash / Property Damage,1200 E. Midway Plaisance ( Public Way),12/22/24 12:01 PM,,2024-12-22 12:01:00-06:00,2024-12-22,Winter,24-01373,"1200 East Midway Plaisance, Chicago, Il 60637",[ 41.7871982 -87.5992542]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/22/24 9:07 AM,,2024-12-22 09:12:00-06:00,2024-12-22,Winter,2024-043260,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
An unknown person took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/21/24 2:40 PM,,2024-12-21 14:40:00-06:00,2024-12-21,Winter,24-01372,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
A person banned from UC property refused to leave building / Transported to UCMED for mental evaluation,Closed,Trespass to Property,915 E. 60th St. (Logan Center),12/21/24 11:22 AM,,2024-12-21 11:22:00-06:00,2024-12-21,Winter,24-01371,"915 E 60th St, Chicago, Il, 60637",[ 41.78583956 -87.60381135]
An unknown person took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/21/24 10:03 AM,,2024-12-21 10:04:00-06:00,2024-12-21,Winter,2024-043166,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
A former employee threatened a staff member with bodily harm before fleeing the off-campus store / CPD case JH550661,CPD,Information / Assault,1228 E. 53rd St. (CVS),12/21/24 6:50 AM,,2024-12-21 07:11:00-06:00,2024-12-21,Winter,2024-043144,"1228 E 53rd St, Chicago, Il, 60615",[ 41.79951603 -87.59614964]
A person was found unresponsive in an off-campus private apartment and transported to UCMED by CFD EMS where they were pronounced deceased,Closed,Medical Call,S. University Ave. between E. 61st St. and E. 62nd St.,12/21/24 12:18 AM,,2024-12-21 00:18:00-06:00,2024-12-21,Winter,24-01370,"6120 South University Avenue, Chicago, Il 60637-2724",[ 41.7834543 -87.5982541]
Unknown vehicle struck and damaged parked vehicle / Motorist fled the scene without making a report,Open,Traffic Crash / Property Damage / Hit and Run,5700 S. Drexel Ave.,12/20/24 9:30 AM to 3:05 PM,,2024-12-20 15:08:00-06:00,2024-12-20,Winter,24-01369,"5700 S Drexel Ave, Chicago, Il, 60637",[ 41.79130835 -87.60381591]
License plate taken from parked vehicle,Open,Theft,5840 S. Maryland Ave. (Parking Structure),11/15/24 to 12/20/24 9:00 AM to 10:30 AM,,2024-12-20 12:56:00-06:00,2024-12-20,Winter,24-01368,"5840 South Maryland Avenue, Chicago, Il 60637-1462",[ 41.7888784 -87.6050902]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/20/24 11:05 AM,,2024-12-20 11:07:00-06:00,2024-12-20,Winter,2024-043039,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
An unknown person created a disturbance and damaged items in the off-campus restaurant before fleeing / Referred to CPD,Referred,Information / Damage to Property,1418 E. 53rd St. (Dunkin' Donuts),12/20/24 11:00 AM,,2024-12-20 11:03:00-06:00,2024-12-20,Winter,2024-043037,"1418 E 53rd St, Chicago, Il, 60615",[ 41.79957378 -87.591039  ]
Delayed report of assault documented,Closed,Assault,915 E. 60th St. (Logan Center),11/5/22 7:00 PM,,2024-12-20 10:56:00-06:00,2024-12-20,Winter,24-01366,"915 E 60th St, Chicago, Il, 60637",[ 41.78583956 -87.60381135]
"An unknown motorist struck a parked, unattended vehicle and fled the scene",Open,Traffic Crash / Property Damage / Hit and Run,5840 S. Maryland Ave. (Parking Structure),12/20/24 8:50 AM to 10:10 AM,,2024-12-20 10:43:00-06:00,2024-12-20,Winter,24-01367,"5840 South Maryland Avenue, Chicago, Il 60637-1462",[ 41.7888784 -87.6050902]
Elevator entrapment / CFD responded and freed occupant,Closed,Information / Elevator Entrapment,5751 S. Woodlawn Ave. (Seminary Bookstore),12/20/24 10:28 AM,,2024-12-20 10:34:00-06:00,2024-12-20,Winter,24-01365,"5751 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79066421 -87.59636265]
An unauthorized subject ignored previous warnings and was arrested for trespass by UCPD,Arrest,Trespass to Property,1418 E. 53rd St. (Dunkin' Donuts),12/19/24 6:25 PM,,2024-12-19 18:38:00-06:00,2024-12-19,Winter,24-01364,"1418 E 53rd St, Chicago, Il, 60615",[ 41.79957378 -87.591039  ]
A suspicious telephone call was documented,Open,Information,5700 S. Maryland Ave. (CCD),12/19/24 5:49 PM,,2024-12-19 17:50:00-06:00,2024-12-19,Winter,24-01363,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
An unauthorized subject ignored previous warnings and was arrested for trespass by UCPD,Arrest,Trespass to Property,915 E. 60th St. (Logan Center),12/19/24 4:25 PM,,2024-12-19 16:26:00-06:00,2024-12-19,Winter,24-01362,"915 E 60th St, Chicago, Il, 60637",[ 41.78583956 -87.60381135]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/19/24 3:03 PM,,2024-12-19 15:08:00-06:00,2024-12-19,Winter,2024-042937,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
Tools stolen from 2 work trucks parked in the alley off-campus / Referred to CPD,Referred,Information / Theft,5638 S. Woodlawn Ave. (Alley),12/19/24 8:30 AM to 11:35 AM,,2024-12-19 11:54:00-06:00,2024-12-19,Winter,2024-042927,"5638 S Woodlawn Ave, Chicago, Il, 60637",[ 41.79280464 -87.59656484]
Telephone threat documented,Closed,Telephone Threat,5700 S. Maryland Ave. (CCD),9/18/24 4:36 PM,,2024-12-19 11:00:00-06:00,2024-12-19,Winter,24-01359,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
Telephone threat documented,Closed,Telephone Threat,5700 S. Maryland Ave. (CCD),9/9/24 6:45 PM,,2024-12-19 11:00:00-06:00,2024-12-19,Winter,24-01360,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/19/24 1:40 AM,,2024-12-19 01:41:00-06:00,2024-12-19,Winter,2024-042876,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
"An unauthorized subject, previously banned from UC property, was found in the Logan Center / Subject arrested by UCPD officers",Arrest,Trespass to Property,915 E. 60th St. (Logan Center),12/18/24 7:45 PM,,2024-12-18 19:45:00-06:00,2024-12-18,Winter,24-01358,"915 E 60th St, Chicago, Il, 60637",[ 41.78583956 -87.60381135]
Four unknown subjects took merchandise from the off-campus store without paying,Open,Theft,5228 S. Lake Park Ave. (Ulta),12/18/24 6:03 PM,,2024-12-18 18:03:00-06:00,2024-12-18,Winter,24-01357,"5228 S Lake Park Ave, Chicago, Il, 60615",[ 41.80058331 -87.58749464]
Harassing phone calls from an unknown person documented,Closed,Harassing Telephone Call,5700 S. Maryland Ave. (CCD),12/18/24 1:10 PM,,2024-12-18 13:19:00-06:00,2024-12-18,Winter,24-01356,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
Damage on a UC owned vehicle documented,Closed,Non-Criminal Damage to Property,850 E. 61st St. (UCPD HQ),12/18/24 8:57 AM,,2024-12-18 08:57:00-06:00,2024-12-18,Winter,24-01355,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Groceries taken from refrigerator in shared kitchen,Open,Theft,1414 E. 59th St. (I-House),12/16/24 to 12/17/24 12:00 PM to 6:00 PM,,2024-12-17 19:19:00-06:00,2024-12-17,Winter,24-01354,"1414 E 59th St, Chicago, Il, 60637",[ 41.78791518 -87.59109314]
A known subject implying a weapon took cash from the off-campus store / CPD case JH546399,CPD,Information / Aggravated Robbery,1527 E. 55th St. (Cleaners),12/17/24 4:20 PM,,2024-12-17 16:31:00-06:00,2024-12-17,Winter,2024-042724,"1527 E 55th St, Chicago, Il, 60615",[ 41.79520579 -87.58906432]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/17/24 2:15 PM,,2024-12-17 14:16:00-06:00,2024-12-17,Winter,2024-042710,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
A subject took merchandise from the off-campus store without paying / Suspect detained by UCPD officer / Management declined prosecution,Ex. Cleared,Theft,1346 E. 53rd St. (Target),12/17/24 1:11 PM,,2024-12-17 13:11:00-06:00,2024-12-17,Winter,24-01353,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
A subject took merchandise from the off-campus store without paying / Suspect detained by UCPD officer / Management declined prosecution,Ex. Cleared,Theft,1554 E. 55th St. (Walgreens),12/17/24 9:42 AM,,2024-12-17 09:42:00-06:00,2024-12-17,Winter,24-01352,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
A UCPD officer recovered a motor vehicle reported stolen to CPD / Owner reclaimed vehicle,Closed,Recovered Vehicle,5555 S. Woodlawn Ave. (Public Way),12/17/24 7:04 AM,,2024-12-17 07:04:00-06:00,2024-12-17,Winter,24-01351,"5555 S Woodlawn Ave, Chicago, Il, 60637",[ 41.7942786  -87.59644774]
Information regarding unusual activity in the building was documented,Closed,Information,840 E. 59th St. (Student Wellness),12/16/24 1:14 PM,,2024-12-16 13:14:00-06:00,2024-12-16,Winter,24-01350,"840 E 59th St, Chicago, Il, 60637",[ 41.78776946 -87.60468652]
An unauthorized subject was arrested for trespass,Arrest,Trespass to Property,1306 E. 61st St. (Parking Structure),12/16/24 11:28 AM,,2024-12-16 11:28:00-06:00,2024-12-16,Winter,24-01349,"1306 E 61st St, Chicago, Il, 60637",[ 41.78425046 -87.59381503]
An unknown subject scrawled graffiti in a restroom stall,Closed,Information,915 E. 60th St. (Logan Center),12/16/24 8:40 AM,Alarm,2024-12-16 11:02:00-06:00,2024-12-16,Winter,24-01348,"915 E 60th St, Chicago, Il, 60637",[ 41.78583956 -87.60381135]
Window smashed and steering column damaged on 2019 Hyundai parked on the street off-campus / Referred to CPD,Referred,Information / Criminal Damage to Vehicle,4900 S. Blackstone Ave. (Public Way),12/16/24 1:20 AM,,2024-12-16 01:21:00-06:00,2024-12-16,Winter, 2024-042553,"4900 S Blackstone Ave, Chicago, Il, 60615",[ 41.80601383 -87.59065272]
Clothing and other personal items taken from unsecured locker,Open,Theft,5530 S. Ellis Ave. (Ratner A.C.),12/15/24 2:10 PM to 4:00 PM,,2024-12-15 16:18:00-06:00,2024-12-15,Winter,24-01347,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801]
Delayed Report / An unknown suspect in a vehicle off-campus pointed a handgun at victim and demanded property / Victim fled on foot / Suspects drove off / Referred to CPD,Referred,Information / Attempted Armed Robbery,5235 S. University Ave. (Public Way),12/15/24 4:20 AM,,2024-12-15 15:17:00-06:00,2024-12-15,Winter,2024-042488,"5235 S University Ave, Chicago, Il, 60615",[ 41.80038075 -87.59812201]
An unknown subject inappropriately touched the buttocks of a person and fled the store,Open,Battery,5228 S. Lake Park Ave. (Ulta),12/15/24 12:57 PM,,2024-12-15 12:58:00-06:00,2024-12-15,Winter,24-01346,"5228 S Lake Park Ave, Chicago, Il, 60615",[ 41.80058331 -87.58749464]
"5-6 unknown suspects, armed with firearms, took property from 2 victims walking on the sidewalk off-campus",Open,Armed Robbery,5300 S. Hyde Park Blvd. (Public Way),12/15/24 4:37 AM,,2024-12-15 04:38:00-06:00,2024-12-15,Winter,24-01345,"5300 S Hyde Park Blvd, Chicago, Il, 60615",[ 41.79956058 -87.58413187]
Domestic partners arguing on the street / Peace restored,Closed,Domestic Disturbance,1055 E. 55th St. (Public Way),12/14/24 8:50 PM,,2024-12-14 20:56:00-06:00,2024-12-14,Winter,24-01344,"1055 E 55th St, Chicago, Il, 60615",[ 41.7949637  -87.60047086]
CFD responded to a fire alarm and made forced entry damaging a door / False alarm,Closed,Information / Fire Alarm,1212 E. 59th St. (Ida Noyes),12/14/24 8:04 PM,,2024-12-14 20:06:00-06:00,2024-12-14,Winter,24-01343,"1212 E 59th St, Chicago, Il, 60637",[ 41.78786653 -87.59611988]
A disorderly person was removed from the business / Peace restored,Closed,Information,1418 E. 53rd St. (Restaurant),12/14/24 4:45 PM,Armed Robbery Arrest / Attempted Burglary,2024-12-14 16:50:00-06:00,2024-12-14,Winter,24-01342,"1418 E 53rd St, Chicago, Il, 60615",[ 41.79957378 -87.591039  ]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,5228 S. Lake Park Ave. (Ulta),12/14/24 4:02 PM,,2024-12-14 16:12:00-06:00,2024-12-14,Winter,2024-042369,"5228 S Lake Park Ave, Chicago, Il, 60615",[ 41.80058331 -87.58749464]
A person fell on the steps and injured their ankle / Transported to UCMED by CFD EMS,Closed,Injured Person,1131 E. 57th St. (Reynolds Club),12/14/24 12:56 PM,,2024-12-14 12:56:00-06:00,2024-12-14,Winter,24-01341,"1131 E 57th St, Chicago, Il, 60637",[ 41.79136831 -87.59832779]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),12/14/24 9:14 AM,,2024-12-14 09:15:00-06:00,2024-12-14,Winter,2024-042328,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
Wallet found and turned over to UCPD for safekeeping / Owner located,Closed,Found Property,850 E. 61st St. (UCPD HQ),12/13/24 2:25 PM,,2024-12-13 17:02:00-06:00,2024-12-13,Winter,24-01340,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Unknown subject handed false ID to cashier and left,Closed,Information,5525 S. Ellis Ave. (Maroon Financial),12/13/24 11:43 AM,,2024-12-13 11:49:00-06:00,2024-12-13,Winter,24-01338,"5525 S Ellis Ave, Chicago, Il, 60637",[ 41.79454941 -87.60129685]
Two juveniles reunited with family,Closed,Information,850 E. 61st St. (UCPD HQ),12/13/24 10:00 AM,,2024-12-13 11:32:00-06:00,2024-12-13,Winter,24-01339,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
An unknown suspect took property from unlocked vehicle parked in the parking lot,Open,Theft,6000 S. Drexel Ave. (Wells Lot),12/12/24 7:04 PM,,2024-12-13 02:03:00-06:00,2024-12-13,Winter,24-01337,"6000 S Drexel Ave, Chicago, Il, 60637",[ 41.78519708 -87.60449054]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),12/12/24 6:15 PM,,2024-12-12 18:19:00-06:00,2024-12-12,Winter,2024-042135,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
Forgery incident documented,Open,Deceptive Practice / Forgery,850 E. 61st St. (UCPD HQ),12/12/24 10:41 AM,,2024-12-12 10:41:00-06:00,2024-12-12,Winter,24-01335,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
A person in need of medical care assisted by UCPD officers,Closed,Medical Call,5656 S. Maryland Ave. (UCMED),12/12/24 6:15 AM,,2024-12-12 06:16:00-06:00,2024-12-12,Winter,24-01336,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
A person in need of medical attention was transported to UCMED by CFD EMS,Closed,Medical Call,1156 E. 61st St. (WRC),12/12/24 4:21 AM,,2024-12-12 04:21:00-06:00,2024-12-12,Winter,24-01334,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ]
UCPD officer assisted CPD officers in the arrest of a wanted person / CPD case JH464634,CPD,Assist Other Agency,6031 S. Ellis Ave. (Granville-Grossman RH),12/11/24 5:04 PM,,2024-12-11 17:04:00-06:00,2024-12-11,Winter,24-01333,"6031 S Ellis Ave, Chicago, Il, 60637",[ 41.78535247 -87.60110174]
UCPD officers and UCM staff were battered by a disturbed patient / No charges due to patient's mental state.,Closed,Non-Criminal,5656 S. Maryland Ave. (UCMED),12/11/24 4:51 PM,,2024-12-11 16:51:00-06:00,2024-12-11,Winter,24-01332,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
An unknown person pulled a fire alarm,Closed,Public Peace Violation / False Fire Alarm,950 E. 59th St. (Billings Hospital),12/11/24 3:54 PM,,2024-12-11 15:54:00-06:00,2024-12-11,Winter,24-01331,"950 E 59th St, Chicago, Il, 60637",[ 41.78778965 -87.60233384]
A parked vehicle damaged by another vehicle / Driver did not report the crash,Open,Traffic Crash / Property Damage / Hit and Run,5810 S. Maryland Ave. (Parking Structure),12/2/24 8:00 AM to 5:00 PM,,2024-12-11 14:23:00-06:00,2024-12-11,Winter,24-01330,"5810 South Maryland Avenue, Chicago, Il 60637",[ 41.7878384 -87.604615 ]
A person reported falling from his bicycle when he encountered two unleashed dogs,Closed,Information,5730 S. Ellis Ave. (Crerar Quad),12/11/24 9:00 AM,,2024-12-11 12:37:00-06:00,2024-12-11,Winter,24-01329,"5730 S Ellis Ave, Chicago, Il, 60637",[ 41.79080003 -87.60136349]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,5228 S. Lake Park Ave. (Ulta),12/11/24 12:30 PM,,2024-12-11 12:32:00-06:00,2024-12-11,Winter,2024-042053,"5228 S Lake Park Ave, Chicago, Il, 60615",[ 41.80058331 -87.58749464]
Secured bicycle taken from bike rack,Open,Theft,1414 E. 59th St. (I-House Bike Rack),12/11/24 8:30 AM to 11:00 AM,,2024-12-11 12:22:00-06:00,2024-12-11,Winter,24-01327,"1414 E 59th St, Chicago, Il, 60637",[ 41.78791518 -87.59109314]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),12/11/24 10:15 AM,,2024-12-11 10:17:00-06:00,2024-12-11,Winter,2024-042047,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
"A person sitting in their vehicle was forced from the vehicle by two unknown suspects that drove off, but abandoned the vehicle a block away / CPD case JH538431",CPD,Information / Aggravated Vehicular Hijacking,5322 S. Maryland Ave. (Public Way),12/10/24 9:40 PM,,2024-12-10 21:40:00-06:00,2024-12-10,Winter,2024-041991,"5322 S Maryland Ave, Chicago, Il, 60615",[ 41.79797894 -87.6051926 ]
"Unattended, unsecured purse taken from cart in public area",Open,Theft,5700 S. Maryland Ave. (CCD),12/9/24 11:00 AM to 1:30 PM,,2024-12-10 15:23:00-06:00,2024-12-10,Winter,24-01326,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
Unknown subject(s) discharged a firearm on the street off-campus / Shell casings recovered / No injuries or property damage reported / CPD case JH537816,CPD,Information / Reckless Discharge of a Firearm,915 E. 63rd St. (Public Way),12/10/24 1:05 PM,,2024-12-10 13:06:00-06:00,2024-12-10,Winter,2024-041934,"915 E 63rd St, Chicago, Il, 60637",[ 41.78039187 -87.60248273]
Windows broken and body damage to vehicle parked in the garage,Open,Criminal Damage to Vehicle,5505 S. Ellis Ave. (Parking Structure),12/10/24 4:30 AM to 5:10 AM,,2024-12-10 05:30:00-06:00,2024-12-10,Winter,24-01324,"5505 S Ellis Ave, Chicago, Il, 60637",[ 41.79489169 -87.60128906]
A library patron shoved a staff member / Victim declined prosecution,Ex. Cleared,Battery,1100 E. 57th St. (Regenstein Library),12/10/24 5:10 AM,,2024-12-10 05:11:00-06:00,2024-12-10,Winter,24-01325,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254]
A known person knocked a beverage from the hand of the victim and walked off,Open,Battery,5500 S. University Ave. (Campus North RH),12/9/24 10:35 PM,,2024-12-09 22:35:00-06:00,2024-12-09,Winter,24-01323,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ]
UCPD officers arrested a subject wanted on a warrant from the Cook County Sheriff's Office,Arrest,Warrant Arrest,5730 S. Drexel Ave. (Comer Hospital),12/9/24 8:01 PM,,2024-12-09 20:01:00-06:00,2024-12-09,Winter,24-01322,"5730 S Drexel Ave, Chicago, Il, 60637",[ 41.79123843 -87.60381506]
Secured bicycle taken from bike rack,Open,Theft,924 E. 57th St. (BSLC Bike Rack),12/9/24 6:46 PM,,2024-12-09 19:56:00-06:00,2024-12-09,Winter,24-01321,"924 E 57th St, Chicago, Il, 60637",[ 41.79143109 -87.60311062]
Unknown person(s) damaged lock on entrance door of off-campus private apartment building / Referred to CPD,Referred,Information / Damage to Property,S. Blackstone Ave. between E. 57th St. and E. 58th St.,12/9/24 4:50 PM to 5:30 PM,,2024-12-09 17:42:00-06:00,2024-12-09,Winter,2024-041816,"5720 South Blackstone Avenue, Chicago, Il 60637-1824",[ 41.7908608 -87.5905766]
Report of a bike theft off-campus / Referred to CPD,Referred,Information / Theft,S. East End Ave. between E. 50th St. and E. 51st St. (Apartment Bldg.),9/1/23 and 11/18/24,,2024-12-09 13:18:00-06:00,2024-12-09,Winter,2024-041787,"5020 South East End Avenue, Chicago, Il 60615",[ 41.8032009 -87.5853095]
Stone bench on the terrace was broken by unknown person(s),Open,Damage to Property,1111 E. 60th St. (Law School Quadrangle),12/6/24 to 12/9/24 5:00 PM to 9:10 AM,,2024-12-09 09:56:00-06:00,2024-12-09,Winter,24-01319,"1111 E 60th St, Chicago, Il, 60637",[ 41.78589175 -87.59939528]
"An unauthorized person, whom had been banned from campus, was arrested for trespass",Arrest,Trespass to Property,6021 S. Kimbark Ave. (Parking Structure),12/9/24 9:33 AM,,2024-12-09 09:34:00-06:00,2024-12-09,Winter,24-01320,"6021 S Kimbark Ave, Chicago, Il, 60637",[ 41.7849037  -87.59461158]
Property taken from apartment in off-campus building / Referred to CPD,Referred,Information / Theft,E. 54th Pl. between S. University Ave. and S. Woodlawn Ave.,12/2/24 3:00 AM to 12/7/24 3:00 AM,,2024-12-08 19:27:00-06:00,2024-12-08,Winter,2024-041725,"1157 E 54th St, Chicago, Il 60615",[ 41.7978487 -87.5976285]
Person reported theft of wallet and subsequent unauthorized use of credit and debit cards,Open,Theft,850 E. 61st St. (UCPD HQ),11/23/24 to 12/8/24 9:00 AM to 9:00 AM,,2024-12-08 11:21:00-06:00,2024-12-08,Winter,24-01318,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Secured electric bicycle taken from bike rack,Open,Theft,5530 S. Ellis Ave. (Ratner A.C. Bike Rack),12/8/24 9:55 AM to 10:40 AM,,2024-12-08 10:42:00-06:00,2024-12-08,Winter,24-01317,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),12/8/24 6:50 AM,,2024-12-08 07:02:00-06:00,2024-12-08,Winter,2024-041694,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
Multiple gunshots were fired from a passing vehicle breaking windows in the off-campus gas station / No injuries reported / CPD case JH534704,CPD,Information / Reckless Discharge of a Firearm / Damage to Property,850 E. 63rd St. (Gas Station),12/8/24 1:23 AM,,2024-12-08 01:23:00-06:00,2024-12-08,Winter,2024-041686,"850 E 63rd St, Chicago, Il, 60637",[ 41.78049084 -87.60423327]
Window smashed and property taken from a 2012 Jeep parked in the parking lot / Referred to CPD,Referred,Information / Theft,1330 E. 53rd St. (Parking Lot),12/2/24 to 12/7/24 7:10 PM to 7:00 PM,,2024-12-07 23:11:00-06:00,2024-12-07,Winter,2024-041683,"1330 E 53rd St, Chicago, Il, 60615",[ 41.7995424  -87.59371997]
UCPD assisted CPD with the arrest of 2 suspects who broke into a parked vehicle / One suspect also had a handgun in his possession / CPD arrest,CPD,Assist Other Agency,5508 S. Cornell Ave. (Public Way),12/7/24 6:35 PM,,2024-12-07 18:37:00-06:00,2024-12-07,Winter,24-01316,"5508 S Cornell Ave, Chicago, Il, 60637",[ 41.79505877 -87.58548438]
"Two unknown suspects, armed with handguns, took property from a victim before fleeing to a waiting vehicle / CPD case JH534364",CPD,Information / Armed Robbery,1300 E. 47th St. (Parking Lot),12/7/24 5:50 PM,,2024-12-07 17:55:00-06:00,2024-12-07,Winter,2024-041660,"1300 E 47th St, Chicago, Il, 60653",[ 41.80972821 -87.59392497]
A subject inappropriately touched the buttocks of a person walking on the sidewalk / UCPD officer detained the subject but victim declined prosecution,Ex. Cleared,Battery,1156 E. 55th St. (Public Way),12/7/24 1:19 PM,,2024-12-07 13:19:00-06:00,2024-12-07,Winter,24-01315,"1156 E 55th St, Chicago, Il, 60615",[ 41.79511345 -87.59769864]
A person who was reported missing was found and returned to family,Closed,Found Person,1118 E. 58th St. (Eckhart Hall),12/7/24 11:51 AM,,2024-12-07 11:52:00-06:00,2024-12-07,Winter,24-01314,"1118 E 58th St, Chicago, Il, 60637",[ 41.78967746 -87.59703754]
"Purse, placed on floor under chair, was taken by unknown subject",Open,Theft,5215 S. Harper Ave. (Restaurant),12/6/24 7:25 PM to 7:30 PM,,2024-12-06 21:17:00-06:00,2024-12-06,Winter,24-01313,"5215 S Harper Ave, Chicago, Il, 60615",[ 41.80066846 -87.58903152]
A vending machine was found to be unsecured / Notifications made,Closed,Information,5656 S. Maryland Ave. (Parking Structure),12/6/24 6:53 PM,,2024-12-06 18:53:00-06:00,2024-12-06,Winter,24-01312,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
UCPD officers arrested a subject for an active warrant from the Cook County Sheriff's Office,Arrest,Warrant Arrest,5730 S. Drexel Ave. (Comer Hospital),12/6/24 5:16 PM,,2024-12-06 17:26:00-06:00,2024-12-06,Winter,24-01311,"5730 S Drexel Ave, Chicago, Il, 60637",[ 41.79123843 -87.60381506]
Property found and turned over to UCPD for safekeeping,Closed,Found Property,1353 E. Park Pl. (Public Way),12/6/24 9:00 AM,,2024-12-06 15:54:00-06:00,2024-12-06,Winter,24-01310,"1353 E Park Pl, Chicago, Il, 60637",[ 41.79441386 -87.59260032]
IL license plate reported lost,Closed,Lost Property,6054 S. Drexel Ave. (Parking Structure),11/14/24 8:20 AM to 3:30 PM,,2024-12-06 15:30:00-06:00,2024-12-06,Winter,24-01309,"6054 S Drexel Ave, Chicago, Il, 60637",[ 41.78512632 -87.60448923]
An unknown person threatened the off-campus store owners with bodily harm / Suspect fled before police were called / Referred to CPD,Referred,Information / Assault,1442 E. 57th St. (Cleaners),12/6/24 2:40 PM,,2024-12-06 14:52:00-06:00,2024-12-06,Winter,2024-041595,"1442 E 57th St, Chicago, Il, 60637",[ 41.79156745 -87.59013806]
Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1228 E. 53rd St. (CVS),12/6/24 5:20 AM,,2024-12-06 05:26:00-06:00,2024-12-06,Winter,2024-041563,"1228 E 53rd St, Chicago, Il, 60615",[ 41.79951603 -87.59614964]
A subject took merchandise from the off-campus store without paying / A UCPD officer located and detained a suspect / Merchandise returned to store / Management declined prosecution,Ex. Cleared,Theft,1554 E. 55th St. (Walgreens),12/5/24 11:52 PM,,2024-12-05 23:52:00-06:00,2024-12-05,Winter,24-01308,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
